frame_id,x1,y1,x2,y2,confidence,label
16,877,289,960,345,0.25903087854385376,bench
17,393,233,415,294,0.6746708154678345,person
17,363,236,386,295,0.6413396000862122,person
17,613,242,643,313,0.5695948600769043,person
17,804,221,834,298,0.5133330821990967,person
17,529,235,561,318,0.5041613578796387,person
17,333,231,348,274,0.42887529730796814,person
17,643,256,667,311,0.41797709465026855,person
17,455,248,474,289,0.37239736318588257,person
17,434,248,453,287,0.31497424840927124,person
17,594,247,613,306,0.255748450756073,person
18,394,233,416,295,0.6411172747612,person
18,363,235,386,295,0.6091790795326233,person
18,612,242,644,313,0.5710007548332214,person
18,805,221,835,298,0.5600388646125793,person
18,333,230,348,274,0.45898109674453735,person
18,455,247,474,289,0.39468011260032654,person
18,643,256,667,311,0.39215728640556335,person
18,530,237,560,322,0.38606855273246765,person
18,434,248,453,287,0.3096023499965668,person
18,595,247,613,306,0.2708371579647064,person
18,381,236,403,294,0.25840023159980774,person
19,394,232,416,295,0.5907012224197388,person
19,612,242,643,313,0.5664089918136597,person
19,363,235,387,294,0.5571259260177612,person
19,805,223,836,299,0.5390480756759644,person
19,333,230,348,275,0.4651648998260498,person
19,643,256,667,311,0.3997022807598114,person
19,455,247,474,290,0.393333375453949,person
19,434,248,453,288,0.30709150433540344,person
19,595,247,614,306,0.2812056839466095,person
19,531,239,559,322,0.27885186672210693,person
20,613,242,643,314,0.5926881432533264,person
20,394,232,416,294,0.5406761765480042,person
20,363,234,387,294,0.5126920342445374,person
20,333,230,348,275,0.4691779911518097,person
20,454,248,474,289,0.38398510217666626,person
20,642,250,669,313,0.37696966528892517,person
20,810,225,837,298,0.32650136947631836,person
20,436,249,456,290,0.31045961380004883,person
20,595,247,614,306,0.286287397146225,person
20,877,289,960,345,0.27671316266059875,bench
21,613,242,643,314,0.5832173824310303,person
21,395,232,417,295,0.5248318314552307,person
21,363,234,387,294,0.4980136454105377,person
21,333,230,348,275,0.44339409470558167,person
21,643,255,667,311,0.3861592710018158,person
21,454,248,474,289,0.3754163086414337,person
21,436,249,456,289,0.30267199873924255,person
21,595,247,614,307,0.2856196463108063,person
21,878,290,960,344,0.2783918082714081,bench
21,810,219,840,299,0.2757487893104553,person
21,538,264,567,327,0.25520673394203186,person
22,613,241,642,314,0.6044870018959045,person
22,395,231,417,294,0.5381352305412292,person
22,809,219,846,300,0.47697851061820984,person
22,364,235,388,294,0.46768224239349365,person
22,333,231,348,275,0.4111238121986389,person
22,643,255,667,311,0.38351163268089294,person
22,454,247,476,289,0.37970542907714844,person
22,879,290,960,344,0.312910795211792,bench
22,436,249,457,289,0.2959558367729187,person
22,626,243,659,313,0.2601790130138397,person
23,613,241,642,314,0.6150692105293274,person
23,364,235,388,294,0.4473876953125,person
23,398,230,422,291,0.4312478303909302,person
23,333,231,348,275,0.40678319334983826,person
23,811,221,849,300,0.4041803777217865,person
23,454,247,476,288,0.39837759733200073,person
23,642,248,669,314,0.390494704246521,person
23,536,234,574,329,0.3664361834526062,person
23,879,289,960,345,0.3554428517818451,bench
23,436,249,457,289,0.3188149034976959,person
23,625,242,658,313,0.27002543210983276,person
24,613,240,643,313,0.6078816652297974,person
24,538,234,581,332,0.5365818738937378,person
24,398,230,422,293,0.5292646884918213,person
24,642,248,669,314,0.4416089653968811,person
24,364,237,387,294,0.4316636621952057,person
24,454,247,476,289,0.4152567982673645,person
24,333,232,348,275,0.40418189764022827,person
24,877,287,960,345,0.39617979526519775,bench
24,436,249,456,288,0.279742956161499,person
24,624,241,658,313,0.2791484594345093,person
25,613,240,644,313,0.6188260316848755,person
25,536,236,584,332,0.6172934174537659,person
25,399,232,422,295,0.5011351108551025,person
25,364,239,387,294,0.476266086101532,person
25,877,286,960,344,0.43912631273269653,bench
25,642,247,669,314,0.42979779839515686,person
25,454,247,475,289,0.4203861951828003,person
25,334,232,348,276,0.36292049288749695,person
25,810,219,838,297,0.2944691777229309,person
26,537,233,586,331,0.6246889233589172,person
26,613,240,644,313,0.6090213060379028,person
26,400,233,423,295,0.5203761458396912,person
26,364,238,386,294,0.4907585680484772,person
26,876,285,960,344,0.464806467294693,bench
26,454,248,475,290,0.42064645886421204,person
26,641,247,669,314,0.3893274664878845,person
26,334,232,348,276,0.353053480386734,person
27,612,239,644,313,0.6361070871353149,person
27,540,231,590,331,0.6196310520172119,person
27,400,231,423,295,0.5524407625198364,person
27,364,240,386,294,0.49050745368003845,person
27,642,242,670,314,0.4742991626262665,person
27,454,248,475,290,0.4258235692977905,person
27,876,286,960,344,0.422069787979126,bench
27,334,231,349,276,0.36759790778160095,person
27,361,240,379,278,0.2560756802558899,person
28,612,240,644,312,0.6355228424072266,person
28,540,235,595,332,0.5284824967384338,person
28,399,232,423,295,0.5212381482124329,person
28,643,245,669,314,0.46409326791763306,person
28,364,239,388,295,0.448487251996994,person
28,455,248,474,290,0.43390822410583496,person
28,876,286,960,346,0.3636476695537567,bench
28,334,232,348,275,0.3562333881855011,person
29,613,240,644,312,0.6376854181289673,person
29,399,233,423,297,0.5242476463317871,person
29,643,245,670,314,0.45711812376976013,person
29,455,248,475,290,0.43220147490501404,person
29,365,239,389,295,0.4295710027217865,person
29,876,287,959,354,0.3917619585990906,bench
29,538,238,595,330,0.3884386420249939,person
29,334,232,348,275,0.34265634417533875,person
29,219,270,307,351,0.26920387148857117,bench
30,612,240,645,312,0.6198040246963501,person
30,399,232,424,297,0.5692377686500549,person
30,365,240,388,294,0.44859063625335693,person
30,642,243,669,313,0.4258556067943573,person
30,455,248,475,289,0.4090874195098877,person
30,254,231,274,275,0.35904768109321594,person
30,334,231,348,275,0.34761515259742737,person
30,219,274,305,351,0.3309742510318756,bench
30,540,251,597,330,0.31402820348739624,person
30,875,287,960,356,0.27890095114707947,bench
30,300,250,321,276,0.26293453574180603,person
31,612,240,645,312,0.6183799505233765,person
31,400,232,423,297,0.5535359978675842,person
31,554,237,600,333,0.5348015427589417,person
31,365,241,388,293,0.43582743406295776,person
31,642,243,669,313,0.4302414357662201,person
31,455,248,475,289,0.4111018180847168,person
31,253,232,273,275,0.38417574763298035,person
31,928,293,959,363,0.35895800590515137,person
31,219,274,305,351,0.33119332790374756,bench
31,334,231,348,275,0.32322344183921814,person
31,300,250,321,276,0.2768825590610504,person
31,374,251,393,296,0.2697645425796509,person
32,611,239,645,312,0.6332611441612244,person
32,398,232,423,297,0.5444007515907288,person
32,557,234,598,331,0.503419816493988,person
32,642,241,669,313,0.4630959928035736,person
32,367,242,390,293,0.421514630317688,person
32,455,248,475,289,0.4110375940799713,person
32,219,275,303,351,0.31610584259033203,bench
32,256,231,275,272,0.30828192830085754,person
32,300,251,320,276,0.2977798283100128,person
32,334,232,348,276,0.264261931180954,person
33,611,239,645,312,0.6343645453453064,person
33,398,233,424,298,0.49920010566711426,person
33,643,240,669,313,0.4776608645915985,person
33,560,234,599,328,0.41945603489875793,person
33,368,243,390,294,0.40706998109817505,person
33,455,248,474,289,0.40452656149864197,person
33,256,231,275,273,0.3416104316711426,person
33,219,276,304,351,0.32561126351356506,bench
33,300,251,320,277,0.3126782774925232,person
33,334,232,348,276,0.2545800507068634,person
33,364,242,383,280,0.2529660165309906,person
34,611,239,645,312,0.6366469860076904,person
34,643,240,669,312,0.46499237418174744,person
34,399,234,424,297,0.42300331592559814,person
34,455,248,474,289,0.4103396534919739,person
34,862,244,894,300,0.4053635895252228,person
34,369,244,391,293,0.3621586859226227,person
34,300,251,320,277,0.32522261142730713,person
34,219,275,304,351,0.3134661316871643,bench
34,934,238,960,317,0.31287118792533875,person
34,256,231,275,271,0.3073931634426117,person
34,882,288,958,359,0.28077465295791626,bench
34,596,245,614,303,0.2716125249862671,person
34,364,243,383,279,0.26502859592437744,person
34,559,239,602,328,0.2523990571498871,person
34,334,232,348,276,0.25022467970848083,person
35,611,239,645,313,0.6345327496528625,person
35,926,232,960,360,0.5014821290969849,person
35,644,238,670,312,0.4923114776611328,person
35,564,236,601,329,0.4605744183063507,person
35,454,248,474,289,0.41563042998313904,person
35,399,234,425,296,0.40909287333488464,person
35,257,231,275,271,0.34468820691108704,person
35,365,241,386,289,0.3428056240081787,person
35,219,275,304,351,0.32225319743156433,bench
35,300,252,320,277,0.31814631819725037,person
35,865,243,897,298,0.31122270226478577,person
35,377,248,398,295,0.300406813621521,person
35,334,232,348,276,0.2635764181613922,person
36,568,229,603,330,0.6531633138656616,person
36,611,239,646,313,0.6469051241874695,person
36,644,240,670,312,0.4272609353065491,person
36,925,229,959,355,0.42152443528175354,person
36,398,234,426,297,0.3949459195137024,person
36,454,249,473,288,0.36915475130081177,person
36,257,231,275,269,0.32608121633529663,person
36,379,247,400,297,0.3186595141887665,person
36,299,251,320,277,0.31541433930397034,person
36,365,242,385,285,0.3103315532207489,person
36,334,232,348,277,0.30611956119537354,person
36,219,274,305,352,0.30304014682769775,bench
36,811,221,834,296,0.26995134353637695,person
36,887,247,958,360,0.25123274326324463,person
37,611,239,647,314,0.6211611032485962,person
37,573,229,610,329,0.6152600646018982,person
37,400,235,425,297,0.44135400652885437,person
37,643,241,670,313,0.41074424982070923,person
37,379,247,400,297,0.40282610058784485,person
37,576,238,640,317,0.3858594000339508,person
37,334,232,348,276,0.3493124544620514,person
37,257,231,276,272,0.3387964963912964,person
37,454,250,472,288,0.3335254192352295,person
37,893,229,955,358,0.2983921468257904,person
37,298,250,320,277,0.2962118685245514,person
37,365,242,386,286,0.2809351980686188,person
37,219,274,305,352,0.2791385054588318,bench
37,810,220,834,296,0.2780056297779083,person
37,387,244,417,298,0.2575431168079376,person
38,612,240,647,314,0.6042150259017944,person
38,574,232,611,328,0.5886861085891724,person
38,402,233,426,296,0.5339575409889221,person
38,643,241,670,313,0.5155341625213623,person
38,381,240,399,295,0.427102267742157,person
38,887,230,952,358,0.4259081780910492,person
38,334,232,348,276,0.3736988604068756,person
38,257,232,275,270,0.36522841453552246,person
38,454,249,472,287,0.3406665623188019,person
38,365,242,386,285,0.30346357822418213,person
38,810,221,834,296,0.29372599720954895,person
38,298,249,319,277,0.28949591517448425,person
38,393,237,416,297,0.2808050215244293,person
38,219,274,305,352,0.2784803807735443,bench
38,437,249,457,288,0.26716598868370056,person
39,613,240,647,314,0.6071556806564331,person
39,576,234,612,335,0.5434851050376892,person
39,402,234,426,297,0.5220897197723389,person
39,643,241,670,312,0.4803589880466461,person
39,381,240,399,296,0.45838865637779236,person
39,883,232,953,358,0.45115867257118225,person
39,334,231,348,276,0.3705943822860718,person
39,257,232,275,270,0.36134788393974304,person
39,581,238,641,322,0.35053110122680664,person
39,455,249,473,288,0.33745884895324707,person
39,365,242,385,283,0.3150930404663086,person
39,298,250,319,277,0.2899751365184784,person
39,437,249,456,289,0.2820352613925934,person
39,219,274,306,352,0.2670847475528717,bench
39,810,220,834,296,0.26616424322128296,person
39,389,244,413,297,0.26571324467658997,person
40,580,261,613,335,0.5969051718711853,person
40,869,231,945,356,0.5947720408439636,person
40,615,243,647,313,0.5331551432609558,person
40,643,243,669,312,0.5053850412368774,person
40,404,235,428,297,0.4914756119251251,person
40,381,239,400,296,0.4692273437976837,person
40,257,230,276,270,0.4622648358345032,person
40,334,231,348,276,0.3934435248374939,person
40,455,249,473,289,0.3535032272338867,person
40,810,220,834,296,0.33211424946784973,person
40,437,249,456,291,0.3183216154575348,person
40,367,237,393,289,0.28657981753349304,person
40,390,237,413,298,0.28567543625831604,person
40,218,274,302,352,0.2824917137622833,bench
40,363,243,381,276,0.2703365087509155,person
40,298,249,319,276,0.2585005462169647,person
41,864,234,946,358,0.5925213098526001,person
41,405,235,429,298,0.5297631025314331,person
41,381,238,401,296,0.49948012828826904,person
41,643,243,669,313,0.47491466999053955,person
41,615,242,647,315,0.4728565514087677,person
41,257,230,278,273,0.44817879796028137,person
41,580,251,617,337,0.4202369153499603,person
41,334,231,348,276,0.38670098781585693,person
41,590,241,640,327,0.37474876642227173,person
41,810,220,834,295,0.35624754428863525,person
41,455,249,473,289,0.3358011841773987,person
41,368,237,395,289,0.30068540573120117,person
41,218,274,303,352,0.29295042157173157,bench
41,436,249,456,291,0.2858678996562958,person
41,364,242,385,282,0.28483864665031433,person
42,861,229,949,358,0.6466088891029358,person
42,405,235,429,299,0.5715955495834351,person
42,614,240,646,316,0.513192355632782,person
42,382,238,400,295,0.4658181965351105,person
42,257,230,280,275,0.44799932837486267,person
42,642,242,669,314,0.4271603524684906,person
42,334,231,348,276,0.3957359790802002,person
42,579,233,617,338,0.3868845999240875,person
42,810,220,834,295,0.35083651542663574,person
42,218,275,302,353,0.32337749004364014,bench
42,455,249,473,289,0.3076589107513428,person
42,368,238,393,287,0.2934530973434448,person
42,437,248,456,291,0.2870788872241974,person
42,216,278,290,354,0.2835689187049866,chair
42,362,243,382,276,0.26430580019950867,person
43,856,231,943,358,0.7112694382667542,person
43,405,233,429,299,0.6522260904312134,person
43,582,230,620,334,0.5766998529434204,person
43,615,238,647,316,0.5418019890785217,person
43,383,238,401,295,0.5226760506629944,person
43,334,231,348,276,0.43052616715431213,person
43,260,232,283,275,0.41096031665802,person
43,641,242,669,314,0.35321876406669617,person
43,218,275,302,353,0.34509822726249695,bench
43,370,237,395,289,0.33639395236968994,person
43,216,278,291,354,0.3152807652950287,chair
43,810,220,834,296,0.29207050800323486,person
43,436,248,456,290,0.2917802631855011,person
43,364,242,385,281,0.29134467244148254,person
43,455,249,473,289,0.2873392701148987,person
44,850,245,945,357,0.7323387861251831,person
44,406,232,430,298,0.6626590490341187,person
44,383,238,402,296,0.5641859173774719,person
44,585,229,629,337,0.5603549480438232,person
44,334,231,348,276,0.44686439633369446,person
44,615,239,648,318,0.40670135617256165,person
44,641,243,669,315,0.38928312063217163,person
44,261,232,283,275,0.3833998739719391,person
44,372,236,397,290,0.3523173928260803,person
44,219,276,303,353,0.32234692573547363,bench
44,436,248,456,291,0.31251171231269836,person
44,810,219,834,296,0.29616013169288635,person
44,217,279,289,354,0.2791194021701813,chair
44,364,242,385,280,0.26989781856536865,person
45,587,233,636,334,0.6374737024307251,person
45,847,243,934,357,0.6300125122070312,person
45,408,232,434,298,0.617450475692749,person
45,384,242,403,297,0.5179072022438049,person
45,334,231,348,276,0.4328169822692871,person
45,641,243,669,315,0.35703253746032715,person
45,617,239,649,320,0.35439977049827576,person
45,810,220,834,297,0.3183472454547882,person
45,436,248,456,290,0.30339035391807556,person
45,219,276,303,353,0.30171817541122437,bench
45,369,237,396,288,0.2966323494911194,person
45,216,279,289,354,0.25754284858703613,chair
46,591,234,635,330,0.5761276483535767,person
46,409,233,434,298,0.5570145845413208,person
46,383,243,404,297,0.42927315831184387,person
46,334,231,348,276,0.4191339910030365,person
46,619,240,649,317,0.39927971363067627,person
46,643,244,669,313,0.3729855716228485,person
46,852,235,901,350,0.33888357877731323,person
46,810,220,834,296,0.32947176694869995,person
46,219,276,303,353,0.29323410987854004,bench
46,436,248,456,289,0.28830331563949585,person
46,264,232,284,274,0.25908637046813965,person
46,367,237,396,286,0.2566603720188141,person
46,216,278,290,354,0.2543429136276245,chair
47,595,234,633,325,0.5698509812355042,person
47,408,233,435,299,0.549152672290802,person
47,846,238,907,354,0.5454660654067993,person
47,334,231,348,276,0.4146856963634491,person
47,621,239,649,316,0.4018746614456177,person
47,384,243,407,298,0.3713264763355255,person
47,642,245,669,313,0.36321890354156494,person
47,265,231,285,275,0.32596254348754883,person
47,219,276,303,353,0.3031634986400604,bench
47,436,248,456,289,0.2760644555091858,person
47,217,279,289,354,0.257921040058136,chair
47,810,219,834,296,0.25117194652557373,person
48,598,231,640,333,0.5700443387031555,person
48,845,245,905,355,0.5435027480125427,person
48,409,233,436,299,0.4702555239200592,person
48,266,229,287,278,0.4506325423717499,person
48,334,231,348,275,0.42005205154418945,person
48,387,238,410,298,0.41343557834625244,person
48,620,234,649,324,0.3922807574272156,person
48,810,217,835,296,0.336712509393692,person
48,219,278,302,353,0.3252917528152466,bench
48,436,248,456,288,0.3082062602043152,person
48,642,244,669,313,0.2946002781391144,person
48,217,279,291,354,0.2855306565761566,chair
48,364,238,392,283,0.25193625688552856,person
49,841,232,894,354,0.5931042432785034,person
49,266,229,288,279,0.4482501745223999,person
49,604,235,636,332,0.4350036680698395,person
49,410,233,436,297,0.42874714732170105,person
49,334,231,348,275,0.4161287546157837,person
49,626,238,652,315,0.3855617046356201,person
49,219,277,302,353,0.33393630385398865,bench
49,635,244,666,313,0.3063899278640747,person
49,390,238,412,297,0.30410632491111755,person
49,886,283,960,345,0.30030688643455505,bench
49,217,279,292,354,0.29293206334114075,chair
49,436,249,457,288,0.2879752218723297,person
49,809,218,835,296,0.2753949761390686,person
50,834,229,877,354,0.673715353012085,person
50,605,230,639,324,0.5504971146583557,person
50,413,234,437,296,0.4272950291633606,person
50,334,231,348,275,0.4146920442581177,person
50,267,229,288,278,0.3914756178855896,person
50,436,248,457,289,0.34742313623428345,person
50,811,219,837,297,0.3032611012458801,person
50,627,236,653,314,0.3009592890739441,person
50,219,277,303,353,0.2996208369731903,bench
50,882,267,958,346,0.2947123348712921,person
50,217,279,295,354,0.26632580161094666,chair
50,881,274,960,344,0.25088804960250854,bench
51,827,225,871,351,0.7480028867721558,person
51,414,233,437,297,0.5986505746841431,person
51,606,230,642,334,0.5947299599647522,person
51,334,231,348,275,0.429024338722229,person
51,268,230,288,277,0.3886726498603821,person
51,436,248,456,290,0.35598835349082947,person
51,219,276,303,353,0.34297874569892883,bench
51,879,271,959,345,0.2800351083278656,person
51,878,277,960,344,0.27923986315727234,bench
51,217,278,295,354,0.26433539390563965,chair
51,404,235,430,297,0.2581571340560913,person
52,816,224,868,353,0.7266499400138855,person
52,415,232,437,297,0.594994068145752,person
52,606,231,644,328,0.5845428109169006,person
52,640,242,670,314,0.43873077630996704,person
52,267,229,289,275,0.43640488386154175,person
52,334,231,348,276,0.4220384657382965,person
52,436,247,456,290,0.3564397990703583,person
52,219,276,304,353,0.3483305275440216,bench
52,879,283,960,344,0.29359957575798035,bench
52,403,236,428,298,0.2586212754249573,person
53,806,223,867,351,0.7749624848365784,person
53,415,231,437,297,0.623910129070282,person
53,604,230,646,338,0.5751996040344238,person
53,268,229,290,272,0.46059751510620117,person
53,334,231,348,275,0.4239630401134491,person
53,436,247,456,291,0.36866122484207153,person
53,219,275,305,353,0.36133304238319397,bench
53,387,243,410,297,0.26787686347961426,person
53,217,278,297,354,0.26150307059288025,chair
53,878,281,960,344,0.25734877586364746,bench
53,402,235,426,298,0.2549125552177429,person
54,799,221,869,351,0.7906432151794434,person
54,415,232,437,300,0.6722834706306458,person
54,606,232,651,339,0.5464767217636108,person
54,268,229,291,274,0.4343262016773224,person
54,334,231,348,275,0.4272935092449188,person
54,436,246,456,291,0.37647122144699097,person
54,219,275,305,353,0.3576306700706482,bench
54,387,244,408,297,0.3126041889190674,person
54,217,278,298,354,0.257433146238327,chair
54,879,281,960,345,0.25701093673706055,bench
54,879,277,959,345,0.25321218371391296,person
54,404,236,425,299,0.2517831027507782,person
55,788,229,869,350,0.8227651715278625,person
55,415,232,437,299,0.6085885763168335,person
55,334,231,348,276,0.4153287708759308,person
55,268,230,292,271,0.4096335470676422,person
55,609,234,651,339,0.39473944902420044,person
55,386,247,408,297,0.3832283616065979,person
55,219,275,305,353,0.37459906935691833,bench
55,437,247,456,291,0.360044002532959,person
55,217,278,298,354,0.2735147178173065,chair
56,783,224,867,351,0.7911230325698853,person
56,415,231,438,300,0.607431948184967,person
56,268,229,293,280,0.47033607959747314,person
56,333,231,348,275,0.4503463804721832,person
56,614,259,653,339,0.4082337021827698,person
56,388,240,409,297,0.384517103433609,person
56,437,247,456,291,0.3079005181789398,person
56,219,275,306,353,0.30551692843437195,bench
56,878,283,960,344,0.2922467887401581,bench
56,596,248,616,304,0.2864609956741333,person
56,651,265,668,309,0.25974324345588684,person
56,465,242,487,290,0.2539325952529907,person
57,780,228,864,350,0.8268352150917053,person
57,414,230,440,299,0.5477649569511414,person
57,333,230,348,275,0.5076999068260193,person
57,268,229,294,281,0.4881749153137207,person
57,611,246,656,340,0.4854385554790497,person
57,391,235,412,297,0.36558812856674194,person
57,651,266,668,309,0.31604528427124023,person
57,218,275,306,353,0.28343135118484497,bench
57,427,233,454,296,0.27284061908721924,person
57,438,247,457,291,0.26038965582847595,person
57,465,241,487,290,0.25625818967819214,person
57,364,235,392,280,0.2510130703449249,person
58,775,230,860,350,0.8345406651496887,person
58,613,240,668,342,0.5405029058456421,person
58,333,230,348,275,0.5146055221557617,person
58,268,230,293,279,0.46661266684532166,person
58,391,235,412,299,0.41727620363235474,person
58,413,229,443,298,0.3465876579284668,person
58,219,275,305,353,0.3148137629032135,bench
58,364,234,392,281,0.27516767382621765,person
58,596,247,616,303,0.2546083629131317,person
